Host,Name,IP,Groups,Tags
CL-POE-PK-SW19,CL-POE-PK-SW19,10.124.209.19,"CL-POE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PVE-PK-SW-05,CL-PVE-PK-SW-05,10.121.225.7,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PTO-TI-SW-CORE,CL-PTO-TI-SW-CORE,10.5.0.1,"CL-PTO-TI, switch, TI-SW","filtro-inventario:switch, modelo:CBS350-24FP-4G, marca:cisco"
CL-PVE-PK-SW-01,CL-PVE-PK-SW-01,10.121.225.3,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PVE-PK-SW-04,CL-PVE-PK-SW-04,10.121.225.6,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PVE-PK-SW-02,CL-PVE-PK-SW-02,10.121.225.4,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-POE-PK-SW18,CL-POE-PK-SW18,10.124.209.11,"CL-POE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-POE-PK-SW14,CL-POE-PK-SW14,10.124.209.18,"CL-POE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-POE-PK-SW13,CL-POE-PK-SW13,10.124.209.20,"CL-POE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-POE-PK-SW11,CL-POE-PK-SW11,10.124.209.8,"CL-POE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-POE-PK-SW09,CL-POE-PK-SW09,10.124.209.12,"CL-POE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-POE-PK-SW04,CL-POE-PK-SW04,10.124.209.5,"CL-POE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-POE-PK-SW03,CL-POE-PK-SW03,10.124.209.4,"CL-POE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-POE-PK-SW02,CL-POE-PK-SW02,10.124.209.14,"CL-POE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PLS-PK-CORE-01,CL-PLS-PK-CORE-01,10.124.113.1,"switch, CL-PLS-PK","marca:aruba, modelo:3810M-16SFP+-2-slot, red:parking"
CO-NQS-COP-SW-07,CO-NQS-COP-SW-07,10.250.34.57,"CO-NQS-COP, switch",Switch:SWAS-P3-B31-01
CO-NQS-COP-SW-08,CO-NQS-COP-SW-08,10.250.34.58,"CO-NQS-COP, switch",Switch:SWAS-P3-B32-01
PE-MTR-COP-PME-5,PE-MTR-COP-PME-5,10.227.39.124,"PME, PME-PERU, PE-MTR-COP",
CL-PVE-COP-CAM-52,CL-PVE-COP-CAM-52,10.150.4.228,CL-PVE-COP,
CO-NQS-COP-SW-28,CO-NQS-COP-SW-28,10.250.34.31,"CO-NQS-COP, switch",Switch:SWAS-S1-FS11-01
CO-NQS-COP-SW-44,CO-NQS-COP-SW-44,10.250.34.71,"CO-NQS-COP, switch",Switch:SWAS-P3-C30-03
CO-NQS-COP-SW-05,CO-NQS-COP-SW-05,10.250.34.29,"CO-NQS-COP, switch","Switch:, Marca:3Com, Modelo:4210 26-Port"
CL-PLD-PK-SW-08,CL-PLD-PK-SW-08,10.121.194.231,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CO-NQS-COP-SW-25,CO-NQS-COP-SW-25,10.250.34.35,"CO-NQS-COP, switch",Switch:SWAS-P1-F10-01
CO-NQS-COP-SW-26,CO-NQS-COP-SW-26,10.250.34.64,"CO-NQS-COP, switch",Switch:SWAS-P1-F11-01
CO-NQS-COP-SW-29,CO-NQS-COP-SW-29,10.250.34.63,"CO-NQS-COP, switch",Switch:SWAS-P2-F21B-01
CL-PLD-PK-SW-03,CL-PLD-PK-SW-03,10.121.194.213,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CL-PAN-COP-SW-04,CL-PAN-COP-SW-04,10.150.16.249,"CL-PAN-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:C9200L-24P-4G"
CL-PLD-PK-SW-02,CL-PLD-PK-SW-02,10.121.194.212,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CL-PCO-COP-CAM-160,CL-PCO-COP-CAM-160,10.152.28.118,CL-PCO-COP,
NASV-PLAZA3,CL-DC-TI-NASV-PLAZA3,10.15.1.185,"Virtual machines, servers, CL-DC-TI, SoporteTI, Windows Server","SO:Windows, SO_VERSION:WS2012, BD:NA, HW:Virtual, MODELO:NA, AREA:Soporte"
CL-PVE-COP-CAM-327,CL-PVE-COP-CAM-327,10.150.139.23,CL-PVE-COP,
CL-PCO-COP-CAM-141,CL-PCO-COP-CAM-141,10.152.28.225,CL-PCO-COP,
CL-PVE-COP-SW-33,CL-PVE-COP-SW-33,10.150.5.150,"CL-PVE-COP, switch","marca:cisco, modelo:WS-C2960X-24PS-L"
CO-NQS-COP-SW-CORE-01,CO-NQS-COP-SW-CORE-01,10.250.34.1,"CO-NQS-COP, switch",Switch:CORE_SEGURIDAD
CO-NQS-COP-SW-30,CO-NQS-COP-SW-30,10.250.34.53,"CO-NQS-COP, switch",Switch:SWAS-P3-F30-01
CL-PVE-COP-CAM-577,CL-PVE-COP-CAM-577,10.150.125.15,CL-PVE-COP,
CO-NQS-COP-SW-09,CO-NQS-COP-SW-09,10.250.34.24,"CO-NQS-COP, switch",Switch:SWAS-S1-BS10-01
CO-NQS-COP-SW-11,CO-NQS-COP-SW-11,10.250.34.45,"CO-NQS-COP, switch",Switch:SWAS-P3-C30-01
CL-PCA-PK-SW7,CL-PCA-PK-SW7,10.121.80.246,"CL-PCA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960+24LC-S"
CL-PCA-PK-SW6,CL-PCA-PK-SW6,10.121.80.247,"CL-PCA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960+24LC-S"
CL-PCO-COP-CAM-98,CL-PCO-COP-CAM-98,10.152.28.77,CL-PCO-COP,nivel:critico
CL-PVE-COP-CAM-465,CL-PVE-COP-CAM-465,10.150.125.181,CL-PVE-COP,
CL-PCA-PK-SW2,CL-PCA-PK-SW2,10.121.80.251,"CL-PCA-PK, switch","marca:cisco, modelo:WS-C2960+24LC-S, red:parking"
CL-PCA-PK-SW1,CL-PCA-PK-SW1,10.121.80.252,"CL-PCA-PK, switch","marca:cisco, modelo:WS-C2960+24LC-S, red:parking"
CL-PCA-PK-SW4,CL-PCA-PK-SW4,10.121.80.250,"CL-PCA-PK, switch","marca:cisco, modelo:WS-C2960+24LC-S, red:parking"
CL-PCA-PK-SW3,CL-PCA-PK-SW3,10.121.80.249,"CL-PCA-PK, switch","marca:cisco, modelo:WS-C2960+24LC-S, red:parking"
CL-PBB-TI-SW-CORE,CL-PBB-TI-SW-CORE,10.13.0.1,"CL-PBB-TI, switch, TI-SW","marca:cisco, modelo:CBS350-24FP-4G"
CL-PVE-COP-SW-25,CL-PVE-COP-SW-25,10.160.105.242,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-PVE-COP-SW-26,CL-PVE-COP-SW-26,10.160.105.241,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
PE-MAQ-COP-CAM-036,PE-MAQ-COP-CAM-036,10.255.20.113,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-36 ,location:ESTACIONAMIENTO P2 BANOS"
PE-MAQ-COP-PME-2,PE-MAQ-COP-PME-2,10.224.39.121,"PME, PE-MAQ-COP, PME-PERU",
mplrgazotadbp01,RG-AZ-TI-OTAS-BD,10.92.7.5,"servers, AZURE, Windows Server, OTAS","SO:Windows, SO_VERSION:WS2022, BD:SQL2022, HW:Virtual, MODELO:NA, AREA:CdN-Sap"
CL-CM-VIS-FW-01,CL-CM-VIS-FW-01,200.27.145.126,"CL-CM-TI, Firewalls",
CL-POE-MMSS-SW-CORE,CL-POE-MMSS-SW-CORE,,CL-POE-COP,
CL-PSU-COP-CAM-120,CL-PSU-COP-CAM-120,10.150.32.70,CL-PSU-COP,nivel:critico
PE-MTR-COP-CAM-113,PE-MTR-COP-CAM-113,10.255.10.74,PE-MTR-COP,
PE-MTR-COP-CAM-108,PE-MTR-COP-CAM-108,10.255.10.69,PE-MTR-COP,
CL-PVE-COP-CAM-589,CL-PVE-COP-CAM-589,10.150.125.29,CL-PVE-COP,
CL-PCO-COP-CAM-99,CL-PCO-COP-CAM-99,10.152.28.100,CL-PCO-COP,
CL-PCA-PK-SW8,CL-PCA-PK-SW8,10.121.80.245,"CL-PCA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960-24PC-L"
CL-PVE-COP-CAM-477,CL-PVE-COP-CAM-477,10.150.139.70,CL-PVE-COP,
CL-PCA-PK-SW10,CL-PCA-PK-SW10,10.121.80.243,"CL-PCA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960-24PC-L"
CL-PCA-PK-SW9,CL-PCA-PK-SW9,10.121.80.244,"CL-PCA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960-24PC-L"
CL-COP-COP-SW-CORE,CL-COP-COP-SW-CORE,10.150.1.1,CL-COP-COP,"filtro-inventario:sw-cop, marca:cisco, modelo:C9500-48Y4C"
CL-PCO-COP-CAM-19,CL-PCO-COP-CAM-19,10.152.28.246,CL-PCO-COP,
PE-MTR-COP-CAM-117,PE-MTR-COP-CAM-117,10.255.10.78,PE-MTR-COP,
CO-PBQ-TI-SW-01,CO-PBQ-TI-SW-01,192.168.70.2,"CO-PBQ-TI, Colombia, switch","marca:cisco, modelo:WS-C2960X-24PS-L"
PE-CM-TI-AP-39,PE-CM-TI-AP-39,10.223.6.42,"PE-CM-TI, AP","marca:cisco, modelo:C9130AXI-A"
DISPATCHER,CL-AZ-TI-DISPATCHER,10.88.20.7,"Virtual machines, servers, AZURE, Windows Server","SO:Windows, SO_VERSION:WS2012, BD:NA, HW:Virtual, MODELO:NA, AREA:CDN-Sap"
CL-PVE-COP-CAM-576,CL-PVE-COP-CAM-576,10.150.125.14,CL-PVE-COP,
PE-MBV-COP-PME-2,PE-MBV-COP-PME-2,10.225.39.121,"PME, PE-MBV-COP, PME-PERU",
CL-PCO-COP-CAM-189,CL-PCO-COP-CAM-189,10.152.28.123,CL-PCO-COP,
CL-PSU-COP-CAM-63,CL-PSU-COP-CAM-63,10.150.32.242,CL-PSU-COP,nivel:critico
CL-PSU-COP-CAM-117,CL-PSU-COP-CAM-117,10.150.32.240,CL-PSU-COP,nivel:critico
CL-PSU-COP-CAM-126,CL-PSU-COP-CAM-126,10.150.32.64,CL-PSU-COP,nivel:critico
CL-PSU-COP-CAM-127,CL-PSU-COP-CAM-127,10.150.32.215,CL-PSU-COP,nivel:critico
CL-PSU-COP-CAM-129,CL-PSU-COP-CAM-129,10.150.32.90,CL-PSU-COP,
CL-PVE-COP-SW-23,CL-PVE-COP-SW-23,10.160.105.244,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-PVE-COP-CAM-579,CL-PVE-COP-CAM-579,10.150.125.19,CL-PVE-COP,
CL-PTR-COP-CAM-175,CL-PTR-COP-CAM-175,10.150.20.193,CL-PTR-COP,
CL-PTR-COP-CAM-23,CL-PTR-COP-CAM-23,10.150.20.142,CL-PTR-COP,
PE-MTR-COP-CAM-095,PE-MTR-COP-CAM-095,10.255.10.58,PE-MTR-COP,
PE-MAQ-COP-CAM-049,PE-MAQ-COP-CAM-049,10.255.20.126,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-49 ,location:SECTOR ESTE P2"
CL-PAL-PK-SWCORE,CL-PAL-PK-SWCORE,10.121.49.200,CL-PAL-PK,"marca:cisco, modelo:WS-C2960-24-S"
PE-MBV-TI-SW-01,PE-MBV-TI-SW-01,10.225.50.2,"PE-MBV-TI, switch","marca:cisco, modelo:WS-C2960X-24PS-L"
mplclazhisapp01,CL-AZ-TI-SAP-HISTORICO,10.92.6.16,"servers, AZURE, Windows Server","AREA:CdN-Sap, BD:SQL2012, HW:Virtual, MODELO:NA, SO:Windows, SO_VERSION:WS2012"
mplrgazotappd01,RG-AZ-TI-OTAS-APP-DEV,10.92.10.7,"servers, AZURE, Windows Server","AREA:CdN-Sap, BD:NA, HW:Virtual, MODELO:NA, SO:Windows, SO_VERSION:WS2022"
CO-NQS-COP-SW-34,CO-NQS-COP-SW-34,10.250.34.22,"CO-NQS-COP, switch",Switch:SWAS-S2-FS20-01
CL-PTR-COP-CAM-125,CL-PTR-COP-CAM-125,10.150.20.151,CL-PTR-COP,
CL-CM-TI-AP-05,CL-CM-TI-AP-05,10.1.4.11,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-CM-TI-AP-10,CL-CM-TI-AP-10,10.1.4.10,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PTR-COP-CAM-42,CL-PTR-COP-CAM-42,10.150.20.45,CL-PTR-COP,
CL-PVE-COP-CAM-82,CL-PVE-COP-CAM-82,10.150.4.230,CL-PVE-COP,
CL-PCO-COP-CAM-32,CL-PCO-COP-CAM-32,10.152.28.145,CL-PCO-COP,
CL-PCO-COP-CAM-97,CL-PCO-COP-CAM-97,10.152.28.25,CL-PCO-COP,
CL-CM-TI-AP-03,CL-CM-TI-AP-03,10.1.4.17,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
mplclazfsadmp01,CL-AZ-TI-FORESCOUT-ADM,10.92.6.19,"Linux servers, servers, AZURE","AREA:Ciberseguridad, BD:NA, HW:Virtual, MODELO:NA, SO:Linux, SO_VERSION:LSVirtualAppliance"
CL-PSU-COP-CAM-88,CL-PSU-COP-CAM-88,10.150.32.165,CL-PSU-COP,nivel:critico
CL-PCO-COP-CAM-33,CL-PCO-COP-CAM-33,10.152.28.156,CL-PCO-COP,nivel:critico
CL-PNO-TI-ACC-01,CL-PNO-TI-ACC-01,10.8.2.35,"CL-PNO-TI, FLUJOS","componente:CL-PNO-TI-ACC, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pno,criticality:critical,status:error,name:CL-PNO-TI-ACC-1,location:ACC Baño HOMBRE 1ER NIVEL LADO RIPLEY"
CL-PTR-TI-ACC-41,CL-PTR-TI-ACC-41,10.4.2.60,"CL-PTR-TI, FLUJOS",
CL-CM-TI-AP-23,CL-CM-TI-AP-23,10.1.5.2,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-CM-TI-AP-24,CL-CM-TI-AP-24,10.1.4.21,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-CM-TI-AP-25,CL-CM-TI-AP-25,10.1.4.22,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PVE-COP-SW-27,CL-PVE-COP-SW-27,10.160.105.240,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-PVE-COP-CAM-86,CL-PVE-COP-CAM-86,10.150.4.230,CL-PVE-COP,
CO-NQS-COP-SW-35,CO-NQS-COP-SW-35,10.250.34.80,"CO-NQS-COP, switch",Switch:Sector-G-Sotano-G-Core
CL-PCO-COP-CAM-36,CL-PCO-COP-CAM-36,10.152.28.10,CL-PCO-COP,nivel:critico
CL-PSU-COP-CAM-121,CL-PSU-COP-CAM-121,10.150.32.104,CL-PSU-COP,nivel:critico
CL-PCO-COP-CAM-06,CL-PCO-COP-CAM-06,10.152.28.151,CL-PCO-COP,
CL-PNO-TI-ACC-02,CL-PNO-TI-ACC-02,10.8.2.37,"CL-PNO-TI, FLUJOS","componente:CL-PNO-TI-ACC, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pno,criticality:critical,status:error,name:CL-PNO-TI-ACC-2,location:BAÑO HOMBRE 2NDO NIVEL PATIO COMIDAS"
CL-PCO-COP-CAM-89,CL-PCO-COP-CAM-89,10.152.28.38,CL-PCO-COP,
CL-POE-COP-CIT-13,CL-POE-COP-CIT-13,10.160.6.17,"CL-POE-COP, CITOFONIA",
CL-PTR-COP-CIT-6,CL-PTR-COP-CIT-6,10.160.20.11,"CL-PTR-COP, CITOFONIA",
CL-POE-COP-CIT-1,CL-POE-COP-CIT-1,10.160.6.5,"CL-POE-COP, CITOFONIA",
CL-PVE-PROYECTOS-AP-01,CL-PVE-PROYECTOS-AP-01,10.2.0.177,"CL-PVE-TI, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PSU-COP-CAM-125,CL-PSU-COP-CAM-125,10.150.32.63,CL-PSU-COP,nivel:critico
CL-PTR-COP-CAM-168,CL-PTR-COP-CAM-168,10.150.20.186,CL-PTR-COP,
CL-PTR-COP-CAM-20,CL-PTR-COP-CAM-20,10.150.20.72,CL-PTR-COP,
CL-PTR-COP-CAM-127,CL-PTR-COP-CAM-127,10.150.20.217,CL-PTR-COP,
CL-PVE-COP-CAM-58,CL-PVE-COP-CAM-58,10.150.4.228,CL-PVE-COP,
mplclazfscopp01,CL-AZ-TI-FORESCOUT-COP,10.92.6.22,"Linux servers, servers, AZURE","AREA:Ciberseguridad, BD:NA, HW:Virtual, MODELO:NA, SO:Linux, SO_VERSION:LSVirtualAppliance"
CL-PNO-TI-ACC-03,CL-PNO-TI-ACC-03,10.8.2.36,"CL-PNO-TI, FLUJOS","componente:CL-PNO-TI-ACC, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pno,criticality:critical,status:error,name:CL-PNO-TI-ACC-03,location:BAÑO MUJER 1ER NIVEL LADO RIPLEY"
CL-PTR-TI-ACC-42,CL-PTR-TI-ACC-42,10.4.2.57,"CL-PTR-TI, FLUJOS",
CL-CM-TI-PISO-10-SW-03,CL-CM-TI-PISO-10-SW-03,10.1.0.68,"CL-CM-TI, switch, switch-radius-ios, TI-SW","filtro-inventario:switch, marca:cisco, modelo:WS-C2960X-48LPD-L"
PE-MCO-COP-PME-6,PE-MCO-COP-PME-6,10.226.39.125,"PME, PE-MCO-COP, PME-PERU",
CL-PCO-COP-CAM-117,CL-PCO-COP-CAM-117,10.152.28.199,CL-PCO-COP,
CL-AZ-PK-PATENTE-01-DB,CL-AZ-PK-PATENTE-01-DB,10.92.18.10,Databases,
CL-PTR-COP-CAM-08,CL-PTR-COP-CAM-08,10.150.20.82,CL-PTR-COP,
CL-PCO-COP-CAM-54,CL-PCO-COP-CAM-54,10.152.28.171,CL-PCO-COP,
CL-PCO-COP-CAM-55,CL-PCO-COP-CAM-55,10.152.28.163,CL-PCO-COP,
CL-PCO-COP-CAM-35,CL-PCO-COP-CAM-35,10.152.28.131,CL-PCO-COP,nivel:critico
CL-PVE-COP-CAM-92,CL-PVE-COP-CAM-92,10.150.4.236,CL-PVE-COP,
CL-POE-COP-CIT-5,CL-POE-COP-CIT-5,10.160.6.9,"CL-POE-COP, CITOFONIA",
CL-PVE-COP-CAM-532,CL-PVE-COP-CAM-532,10.150.139.100,CL-PVE-COP,
CL-CM-TI-PISO-9B-SW-07,CL-CM-TI-PISO-9B-SW-07,10.1.1.166,"CL-CM-TI, switch, switch-radius-ios, TI-SW","filtro-inventario:switch, marca:cisco, modelo:WS-C2960X-48LPD-L"
PE-MAQ-TI-SW-01,PE-MAQ-TI-SW-01,10.224.50.2,"PE-MAQ-TI, switch","marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PSU-COP-CAM-116,CL-PSU-COP-CAM-116,10.150.32.116,CL-PSU-COP,nivel:critico
CL-CM-TI-P7-AP-01,CL-CM-TI-P7-AP-01,10.1.5.8,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
PE-MAQ-TI-SW-FLUJOS,PE-MAQ-TI-SW-FLUJOS,192.168.50.7,PE-MAQ-TI,
CL-PBB-COP-SW-03,CL-PBB-COP-SW-03,10.150.117.254,"CL-PBB-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PBB-COP-CAM-99,CL-PBB-COP-CAM-99,10.152.26.100,CL-PBB-COP,
CL-PCO-COP-CAM-50,CL-PCO-COP-CAM-50,10.152.28.92,CL-PCO-COP,nivel:critico
CL-PTR-COP-CAM-85,CL-PTR-COP-CAM-85,10.150.20.206,CL-PTR-COP,
CL-PTO-TI-AP-02,CL-PTO-TI-AP-02,10.5.0.230,"CL-PTO-TI, AP","marca:cisco, modelo:AIR-AP1852I-A-K9"
CL-PTR-COP-CAM-77,CL-PTR-COP-CAM-77,10.150.20.103,CL-PTR-COP,
CL-PTR-COP-CAM-138,CL-PTR-COP-CAM-138,10.150.20.33,CL-PTR-COP,nivel:critico
CL-PTR-COP-CAM-184,CL-PTR-COP-CAM-184,10.150.20.206,CL-PTR-COP,
CL-POE-COP-CIT-18,CL-POE-COP-CIT-18,10.160.6.28,"CL-POE-COP, CITOFONIA",
CL-PTR-COP-CAM-165,CL-PTR-COP-CAM-165,10.150.20.206,CL-PTR-COP,
CL-PTR-COP-CAM-26,CL-PTR-COP-CAM-26,10.150.20.61,CL-PTR-COP,
CL-PTR-COP-CAM-110,CL-PTR-COP-CAM-110,10.150.20.168,CL-PTR-COP,nivel:critico
CL-PCA-TI-AP-01,CL-PCA-TI-AP-01,10.12.0.2,"CL-PCA-TI, AP","marca:cisco, modelo:AIR-CAP1702I-A-K9"
CL-CM-TI-PISO-9A-SW-05,CL-CM-TI-PISO-9A-SW-05,10.1.1.240,"CL-CM-TI, switch, switch-radius-ios, TI-SW","filtro-inventario:switch, marca:cisco, modelo:WS-C2960X-48LPD-L"
CL-PBB-TI-AP-02,CL-PBB-TI-AP-02,10.13.0.223,"CL-PBB-TI, AP","marca:cisco, modelo:AIR-CAP1702I-A-K9"
CL-PSU-COP-CAM-87,CL-PSU-COP-CAM-87,10.150.32.47,CL-PSU-COP,
CL-PBB-COP-CIT-01,CL-PBB-COP-CIT-01,10.160.35.6,"CL-PBB-COP, CITOFONIA",
CL-PBB-COP-CIT-02,CL-PBB-COP-CIT-02,10.160.35.7,"CL-PBB-COP, CITOFONIA",
PE-MCO-COP-PME-18,PE-MCO-COP-PME-18,10.226.39.137,"PME, PE-MCO-COP, PME-PERU",
CL-PSU-COP-CAM-119,CL-PSU-COP-CAM-119,10.150.32.251,CL-PSU-COP,nivel:critico
CL-POE-COP-CIT-16,CL-POE-COP-CIT-16,10.160.6.20,"CL-POE-COP, CITOFONIA",
CL-PTR-COP-CAM-06,CL-PTR-COP-CAM-06,10.150.20.80,CL-PTR-COP,
CO-PBQ-PK-SW-CORE,CO-PBQ-PK-SW-CORE,10.219.17.1,CO-PBQ-PK,
CL-PTR-COP-CAM-53,CL-PTR-COP-CAM-53,10.150.20.217,CL-PTR-COP,
CL-PTR-COP-CAM-68,CL-PTR-COP-CAM-68,10.150.20.117,CL-PTR-COP,
CO-PCL-MSS-SW-02,CO-PCL-MSS-SW-02,10.221.50.44,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-03,CO-PCL-MSS-SW-03,10.221.50.20,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CL-CM-TI-PISO7-SW-01,CL-CM-TI-PISO7-SW-01,10.1.1.238,"CL-CM-TI, switch, switch-radius-ios, TI-SW","filtro-inventario:switch, marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-04,CO-PCL-MSS-SW-04,10.221.50.21,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-06,CO-PCL-MSS-SW-06,10.221.50.23,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-08,CO-PCL-MSS-SW-08,10.221.50.25,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-09,CO-PCL-MSS-SW-09,10.221.50.26,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CO-PCL-MSS-SW-11,CO-PCL-MSS-SW-11,10.221.50.28,CO-PCL-COP,"marca:cisco, modelo:CBS350-48FP-4G"
CL-PVE-COP-CAM-103,CL-PVE-COP-CAM-103,10.150.4.237,CL-PVE-COP,
CL-PTR-COP-CAM-114,CL-PTR-COP-CAM-114,10.150.20.164,CL-PTR-COP,
CL-PTO-COP-RPT-01,CL-PTO-COP-RPT-01,10.204.45.10,"CL-PTO-COP, CL-COP-RPT",
CL-PAL-COP-CAM-192,CL-PAL-COP-CAM-192,10.150.127.20,CL-PAL-COP,
CL-PBB-COP-CIT-03,CL-PBB-COP-CIT-03,10.160.35.8,"CL-PBB-COP, CITOFONIA",
CL-PBB-COP-CIT-04,CL-PBB-COP-CIT-04,10.160.35.9,"CL-PBB-COP, CITOFONIA",
CL-PVE-COP-CAM-89,CL-PVE-COP-CAM-89,10.150.4.230,CL-PVE-COP,
CL-PBB-COP-CIT-05,CL-PBB-COP-CIT-05,10.160.35.10,"CL-PBB-COP, CITOFONIA",
CL-PCO-COP-CIT-01,CL-PCO-COP-CIT-01,10.160.36.6,"CL-PCO-COP, CITOFONIA",
CL-POE-COP-CIT-17,CL-POE-COP-CIT-17,10.160.6.27,"CL-POE-COP, CITOFONIA",
CL-PTR-COP-CAM-29,CL-PTR-COP-CAM-29,10.150.20.217,CL-PTR-COP,
CL-PTR-COP-CAM-69,CL-PTR-COP-CAM-69,10.150.20.111,CL-PTR-COP,
CL-PTR-COP-CAM-78,CL-PTR-COP-CAM-78,10.150.20.104,CL-PTR-COP,
CL-PTR-COP-CAM-28,CL-PTR-COP-CAM-28,10.150.20.63,CL-PTR-COP,
CL-PTR-COP-CAM-37,CL-PTR-COP-CAM-37,10.150.20.48,CL-PTR-COP,
CL-PTR-COP-CAM-41,CL-PTR-COP-CAM-41,10.150.20.68,CL-PTR-COP,nivel:critico
CL-PTR-COP-CAM-72,CL-PTR-COP-CAM-72,10.150.20.114,CL-PTR-COP,
CL-PTR-COP-CIT-12,CL-PTR-COP-CIT-12,10.160.20.17,"CL-PTR-COP, CITOFONIA",
CL-PVE-COP-CAM-573,CL-PVE-COP-CAM-573,10.150.125.13,CL-PVE-COP,
CL-PTR-COP-CIT-4,CL-PTR-COP-CIT-4,10.160.20.9,"CL-PTR-COP, CITOFONIA",
CL-PVE-COP-CAM-490,CL-PVE-COP-CAM-490,10.150.125.185,CL-PVE-COP,
CO-PCL-COP-UPS-01,CO-PCL-COP-UPS-01,10.218.38.254,"CO-PCL-COP, UPS",
