Host,Name,IP,Groups,Tags
CL-PAL-TI-ACC-08,CL-PAL-TI-ACC-08,10.10.2.8,"CL-PAL-TI, FLUJOS",
CL-PVE-COP-CIT-9,CL-PVE-COP-CIT-9,10.160.4.11,"CL-PVE-COP, CITOFONIA",
CL-PLS-PK-SW-02,CL-PLS-PK-SW-02,10.124.113.4,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-24G-PoE+-4SFP+, red:parking"
CL-PCO-COP-CAM-05,CL-PCO-COP-CAM-05,10.152.28.88,CL-PCO-COP,
CL-PIQ-COP-SW-CORE,CL-PIQ-COP-SW-CORE,10.215.47.249,CL-PIQ-COP,"marca:huawei, modelo:S6730-H48X6C"
CL-PVE-COP-CAM-493,CL-PVE-COP-CAM-493,10.150.125.170,CL-PVE-COP,
CL-PTR-COP-CIT-8,CL-PTR-COP-CIT-8,10.160.20.13,"CL-PTR-COP, CITOFONIA",
CL-PTR-COP-COM-03,CL-PTR-COP-COM-03,30.150.21.12,"PME, CL-PTR-COP",
CL-PLS-COP-CAM-244,CL-PLS-COP-CAM-244,10.150.135.51,CL-PLS-COP,
CL-PTR-COP-COM-09,CL-PTR-COP-COM-09,30.150.21.18,"PME, CL-PTR-COP",
CL-PTR-TI-ACC-04,CL-PTR-TI-ACC-04,10.4.2.45,"CL-PTR-TI, FLUJOS",
CL-PLD-PK-SW-CORE,CL-PLD-PK-SW-CORE,10.121.194.2,"CL-PLD-PK, switch","marca:huawei, modelo:S5735-L48P4X-A1, red:parking"
CL-PVE-PK-SW-03,CL-PVE-PK-SW-03,10.121.225.5,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
mplrgazansibp01,CL-AZ-TI-ANSIBLE,10.92.6.28,"Linux servers, servers, AZURE","SO:Linux, SO_VERSION:LSU22.04, BD:NA, HW:Virtual, MODELO:NA, AREA:Infraestructura y redes"
CL-PTR-PK-SW-20,CL-PTR-PK-SW-20,10.124.2.24,"CL-PTR-PK, switch","marca:aruba, red:parking, modelo:2530-24G-PoE+"
CL-PAN-TI-RT-01,CL-PAN-TI-RT-01,10.205.255.253,"CL-PAN-TI, routers, routers-ti, router-cl-ti",
CL-PSU-TI-ACC-17,CL-PSU-TI-ACC-17,10.11.2.20,"CL-PSU-TI, FLUJOS",
CL-PAL-TI-ACC-09,CL-PAL-TI-ACC-09,10.10.2.9,"CL-PAL-TI, FLUJOS",
CL-PTR-COP-COM-10,CL-PTR-COP-COM-10,30.150.21.19,"PME, CL-PTR-COP",
CL-PLS-PK-SW-03,CL-PLS-PK-SW-03,10.124.113.6,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-24G-PoE+-4SFP+, red:parking"
CL-PTR-COP-COM-08,CL-PTR-COP-COM-08,30.150.21.17,"PME, CL-PTR-COP",
CL-PLD-PK-SW-07,CL-PLD-PK-SW-07,10.121.194.224,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CL-PCA-COP-CAM-01,CL-PCA-COP-CAM-01,10.150.14.222,CL-PCA-COP,nivel:critico
CL-PTR-COP-COM-06,CL-PTR-COP-COM-06,30.150.21.15,"PME, CL-PTR-COP",
CL-PTR-COP-COM-13,CL-PTR-COP-COM-13,30.150.21.22,"PME, CL-PTR-COP",
CL-PTR-COP-COM-15,CL-PTR-COP-COM-15,30.150.21.24,"PME, CL-PTR-COP",
CL-PTR-COP-COM-14,CL-PTR-COP-COM-14,30.150.21.23,"PME, CL-PTR-COP",
CL-PTR-COP-COM-16,CL-PTR-COP-COM-16,30.150.21.25,"PME, CL-PTR-COP",
CL-PTR-COP-COM-12,CL-PTR-COP-COM-12,30.150.21.21,"PME, CL-PTR-COP",
CL-CM-TI-P7-AP-07,CL-CM-TI-P7-AP-07,10.1.5.3,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
CL-PVE-COP-SW-CORE,CL-PVE-COP-SW-CORE,10.160.4.1,CL-PVE-COP,"modelo:C9500-48Y4C, marca:cisco"
CL-PTR-TI-ACC-05,CL-PTR-TI-ACC-05,10.4.2.43,"CL-PTR-TI, FLUJOS",
PE-OPANG-SW 02,PE-OPANG-SW 02,10.231.50.8,"switch, PE-OPANG","marca:cisco, modelo:C9200L-24P-4X"
CL-PBB-TI-RT-01,CL-PBB-TI-RT-01,10.209.255.253,"CL-PBB-TI, routers, routers-ti, router-cl-ti",
CL-PCA-TI-RT-01,CL-PCA-TI-RT-01,10.216.255.253,"CL-PCA-TI, routers, routers-ti, router-cl-ti",
CL-PSU-TI-ACC-18,CL-PSU-TI-ACC-18,10.11.2.21,"CL-PSU-TI, FLUJOS",
CL-PSU-TI-ACC-19,CL-PSU-TI-ACC-19,10.11.2.18,"CL-PSU-TI, FLUJOS",
CL-PTR-COP-COM-17,CL-PTR-COP-COM-17,30.150.21.26,"PME, CL-PTR-COP",
CL-PLS-COP-CAM-193,CL-PLS-COP-CAM-193,10.150.135.38,CL-PLS-COP,
CL-PLS-PK-SW-04,CL-PLS-PK-SW-04,10.124.113.7,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-24G-PoE+-4SFP+, red:parking"
CL-PTR-COP-COM-20,CL-PTR-COP-COM-20,30.150.21.29,"PME, CL-PTR-COP",
CL-PTR-COP-SW-08,CL-PTR-COP-SW-08,10.150.20.250,"CL-PTR-COP, switch","marca:cisco, modelo:CBS350-48FP-4G"
CL-PLD-PK-SW-10,CL-PLD-PK-SW-10,10.121.194.233,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CL-PTR-PK-SW-21,CL-PTR-PK-SW-21,10.124.2.25,"CL-PTR-PK, switch","marca:aruba, modelo:2530-24G-PoE+, red:parking"
CL-PVE-TI-RT-01,CL-PVE-TI-RT-01,10.211.255.253,"CL-PVE-TI, routers, routers-ti, router-cl-ti",
CL-PSU-TI-ACC-20,CL-PSU-TI-ACC-20,10.11.2.27,"CL-PSU-TI, FLUJOS",
CL-PTR-COP-SW-09,CL-PTR-COP-SW-09,10.150.20.251,"CL-PTR-COP, switch","marca:cisco, modelo:CBS350-48FP-4G"
PE-OPATO-TI-ACC 01,PE-OPATO-TI-ACC 01,10.234.8.201,"FLUJOS, PE-OPATO",
SW1-R5-P-4,SW1-R5-P-4,10.121.194.251,"switch, CL-PCO-PK","marca:cisco, modelo:SF200-24, red:parking"
CL-DC-FW-01_2,CL-DC-FW-01_2,10.15.0.247,"CL-DC-TI, Firewalls",
CL-PAL-TI-CC-02,CL-PAL-TI-CC-02,10.10.0.24,CL-PAL-TI,
CL-PLS-PK-SW-06,CL-PLS-PK-SW-06,10.124.113.5,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-24G-PoE+-4SFP+, red:parking"
CL-PAL-TI-CC-03,CL-PAL-TI-CC-03,10.10.0.220,CL-PAL-TI,
CL-PSU-TI-ACC-21,CL-PSU-TI-ACC-21,10.11.2.22,"CL-PSU-TI, FLUJOS",
CL-PSU-TI-ACC-22,CL-PSU-TI-ACC-22,10.11.2.13,"CL-PSU-TI, FLUJOS",
CL-PLS-COP-CAM-214,CL-PLS-COP-CAM-214,10.150.135.98,CL-PLS-COP,
CL-PLS-COP-CAM-087,CL-PLS-COP-CAM-087,10.150.30.107,CL-PLS-COP,
CL-PSU-TI-ACC-23,CL-PSU-TI-ACC-23,10.11.2.28,"CL-PSU-TI, FLUJOS",
CL-PVE-PK-SW-08,CL-PVE-PK-SW-08,10.121.225.10,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
mplclazaddcp01,CL-AZ-TI-AD-DC-01,10.92.1.4,"Virtual machines, servers, AZURE, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Infraestructura y redes"
CL-PVE-PK-SW-07,CL-PVE-PK-SW-07,10.121.225.9,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PVE-PK-SW-06,CL-PVE-PK-SW-06,10.121.225.8,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
PE-OPANG-SW 04,PE-OPANG-SW 04,10.231.50.10,"switch, PE-OPANG","marca:cisco, modelo:C9200L-24P-4X"
CL-PAL-TI-PC-CLAN-01,CL-PAL-TI-PC-CLAN-01,10.10.1.75,CL-PAL-TI,
CL-PVE-COP-CAM-481,CL-PVE-COP-CAM-481,10.150.125.188,CL-PVE-COP,
CL-PVE-COP-CAM-105,CL-PVE-COP-CAM-105,10.150.4.237,CL-PVE-COP,
PE-OPATO-TI-ACC 02,PE-OPATO-TI-ACC 02,10.234.8.202,"FLUJOS, PE-OPATO",
PE-MCO-COP-CAM-73,PE-MCO-COP-CAM-73,10.255.30.94,PE-MCO-COP,
CL-PLS-PK-SW-05,CL-PLS-PK-SW-05,10.124.113.9,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
PE-MCO-COP-CAM-45,PE-MCO-COP-CAM-45,10.255.30.66,PE-MCO-COP,
PE-MCO-COP-CAM-44,PE-MCO-COP-CAM-44,10.255.30.65,PE-MCO-COP,
PE-MCO-TI-UPS-01,PE-MCO-TI-UPS-01,192.168.20.200,PE-MCO-TI,
mplclazdbnetp02,CL-AZ-PK-DBNET-02,10.92.18.8,"servers, AZURE, DBNET, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Parking"
Extranet,CL-DC-TI-EXTRANET,10.15.1.154,"Virtual machines, servers, CL-DC-TI, SAP, Windows Server","SO:Windows, SO_VERSION:WS2012, BD:SQL2012, HW:Virtual, MODELO:NA, AREA:CDN-App"
CL-PLA-PK-SRV-02,CL-PLA-PK-SRV-02,10.121.98.191,"servers, servidores-PK, ServerParking","AREA:Parking, SO:VMware, SO_VERSION:ESX7"
PE-OPANG-SW 03,PE-OPANG-SW 03,10.231.50.9,"switch, PE-OPANG","marca:cisco, modelo:C9200L-24P-4X"
CL-PVE-COP-SW-18,CL-PVE-COP-SW-18,10.160.105.249,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-PLS-PK-SW-07,CL-PLS-PK-SW-07,10.124.113.2,"switch, CL-PLS-PK","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PVE-COP-CAM-588,CL-PVE-COP-CAM-588,10.150.125.28,CL-PVE-COP,
CL-PVE-COP-CAM-366,CL-PVE-COP-CAM-366,10.150.4.244,CL-PVE-COP,
CL-PAL-TI-PC-RADIO-01,CL-PAL-TI-PC-RADIO-01,10.10.0.100,CL-PAL-TI,
CL-PAL-TI-AUD-03,CL-PAL-TI-AUD-03,10.10.0.38,CL-PAL-TI,
PE-OPATO-TI-ACC 03,PE-OPATO-TI-ACC 03,10.234.8.203,"FLUJOS, PE-OPATO",
CL-PLS-COP-CAM-139,CL-PLS-COP-CAM-139,10.150.30.105,CL-PLS-COP,
CL-PLS-COP-CAM-161,CL-PLS-COP-CAM-161,10.150.135.50,CL-PLS-COP,
CL-PVE-PK-SW-09,CL-PVE-PK-SW-09,10.121.225.11,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
PE-OPANG-SW 05,PE-OPANG-SW 05,10.231.50.11,"switch, PE-OPANG","marca:cisco, modelo:C9200L-24P-4X"
CL-PSU-TI-CC-02,CL-PSU-TI-CC-02,10.11.0.220,CL-PSU-TI,
CL-PSU-TI-CC-03,CL-PSU-TI-CC-03,10.11.0.221,CL-PSU-TI,
CL-PTO-COP-CIT-8,CL-PTO-COP-CIT-8,10.160.10.20,"CL-PTO-COP, CITOFONIA",
CL-PTO-PK-CORE-01,CL-PTO-PK-CORE-01,10.204.17.1,"switch, CL-PTO-PK","marca:aruba, modelo:3810M-16SFP+-2-slot, red:parking"
CL-PLS-COP-AUD-01,CL-PLS-COP-AUD-01,10.207.9.11,CL-PLS-COP,
CL-PVE-COP-SW-32,CL-PVE-COP-SW-32,10.150.105.3,"CL-PVE-COP, switch","marca:cisco, modelo:WS-C3560X-48"
PE-OPATO-TI-ACC 04,PE-OPATO-TI-ACC 04,10.234.8.204,"FLUJOS, PE-OPATO",
CL-PVE-COP-CAM-534,CL-PVE-COP-CAM-534,10.150.139.102,CL-PVE-COP,
SW-ETMS-1,SW-ETMS-1,10.121.194.214,"switch, CL-PCO-PK","marca:cisco, modelo:WS-C2960-24TC-S, red:parking"
CL-PAR-TI-UPS-01,CL-PAR-TI-UPS-01,10.23.0.7,"CL-PAR-TI, UPS",
CL-CM-TI-AP-20,CL-CM-TI-AP-20,10.1.4.5,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
PE-MCO-COP-UPS 31,PE-MCO-COP-UPS 31,10.226.38.232,UPS,
CL-PLS-COP-BR-02,CL-PLS-COP-BR-02,30.150.115.21,CL-PLS-COP,
CL-PLS-COP-CAM-180,CL-PLS-COP-CAM-180,10.150.135.25,CL-PLS-COP,
CL-PVE-PK-SW-10,CL-PVE-PK-SW-10,10.121.225.12,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PSU-TI-UPS-01,CL-PSU-TI-UPS-01,10.11.0.11,"CL-PSU-TI, UPS",
CL-PAR-TI-ACC-01,CL-PAR-TI-ACC-01,10.23.2.4,"CL-PAR-TI, FLUJOS",
CL-CM-TI-AP-22,CL-CM-TI-AP-22,10.1.4.19,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PTO-COP-CIT-9,CL-PTO-COP-CIT-9,10.160.10.18,"CL-PTO-COP, CITOFONIA",
CL-PTO-PK-SW-01,CL-PTO-PK-SW-01,10.204.17.2,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PTO-COP-CIT-10,CL-PTO-COP-CIT-10,10.160.10.19,"CL-PTO-COP, CITOFONIA",
PE-OPATO-TI-ACC 05,PE-OPATO-TI-ACC 05,10.234.8.205,"FLUJOS, PE-OPATO",
CL-CM-TI-AP-11,CL-CM-TI-AP-11,10.1.4.4,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
PE-PTJ-COP-SW-01,PE-PTJ-COP-SW-01,10.255.11.253,PE-PTJ-COP,
PE-PBE-COP-SW-17,PE-PBE-COP-SW-17,10.255.1.235,PE-MBV-COP,Switch:SW_COP_MPB_Boulevar_F
CL-PLS-COP-CAM-207,CL-PLS-COP-CAM-207,10.150.135.89,CL-PLS-COP,
CL-PLD-TI-AP-01,CL-PLD-TI-AP-01,10.22.0.194,"CL-PLD-TI, AP","modelo:CW9164I-ROW, marca:cisco"
CL-PVE-PK-SW-11,CL-PVE-PK-SW-11,10.121.225.13,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PVE-PK-SW-12,CL-PVE-PK-SW-12,10.121.225.14,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-PAR-TI-ACC-09,CL-PAR-TI-ACC-09,10.23.2.3,"CL-PAR-TI, FLUJOS",
CL-PAR-TI-ACC-10,CL-PAR-TI-ACC-10,10.23.2.21,"CL-PAR-TI, FLUJOS",
FSV-PLAZA3,CL-DC-TI-FSV-PLAZA3,10.15.1.186,"Virtual machines, servers, CL-DC-TI, SoporteTI, Windows Server","SO:Windows, SO_VERSION:WS2012, BD:NA, HW:Virtual, MODELO:NA, AREA:Soporte"
CL-PVE-COP-SW-37,CL-PVE-COP-SW-37,10.160.105.230,"CL-PVE-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
PE-OPANG-TI-ACC 01,PE-OPANG-TI-ACC 01,10.231.8.200,"FLUJOS, PE-OPANG",
PE-OPATO-TI-ACC 06,PE-OPATO-TI-ACC 06,10.234.8.206,"FLUJOS, PE-OPATO",
CL-PVE-COP-CAM-439,CL-PVE-COP-CAM-439,10.150.139.164,CL-PVE-COP,
CL-PVE-COP-SW-19,CL-PVE-COP-SW-19,10.160.105.248,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-POE-COP-SW-MPOE-PASOLONQUEN,CL-POE-COP-SW-MPOE-PASOLONQUEN,10.152.18.247,CL-POE-COP,
SW-ETMS-2,SW-ETMS-2,10.121.194.215,"switch, CL-PCO-PK","marca:cisco, modelo:WS-C2960-24TC-S, red:parking"
CL-PTO-PK-SW-02,CL-PTO-PK-SW-02,10.204.17.3,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PCA-COP-CAM-02,CL-PCA-COP-CAM-02,10.150.14.230,CL-PCA-COP,nivel:critico
PE-CCTV-OPANG-AP-01,PE-CCTV-OPANG-AP-01,10.223.6.3,"AP, PE-OPANG","marca:cisco, modelo:C9105AXI-A"
CL-PLS-COP-CAM-076,CL-PLS-COP-CAM-076,10.150.30.102,CL-PLS-COP,
CL-PLS-COP-CIT-7,CL-PLS-COP-CIT-7,10.160.30.17,"CL-PLS-COP, CITOFONIA",
CL-PVE-PK-SW-16,CL-PVE-PK-SW-16,10.121.225.18,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PLD-TI-ACC-09,CL-PLD-TI-ACC-09,10.22.2.32,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-09,location:ASCENSORES P2 - CENTRO LADO TLR"
CL-PVE-PK-SW-15,CL-PVE-PK-SW-15,10.121.225.17,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PSU-TI-CC-01,CL-PSU-TI-CC-01,10.11.0.215,CL-PSU-TI,
CL-PVE-PK-SW-14,CL-PVE-PK-SW-14,10.121.225.16,"CL-PVE-PK, switch","marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+, red:parking"
CL-PVE-PK-SW-13,CL-PVE-PK-SW-13,10.121.225.15,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
mplrgcpramksp03,CL-PNO-COP-SMARTPPT-03,10.199.45.27,"servers, Windows Server, ServerCOP, Servidores-COP","AREA:COP, BD:SQLE2019, HW:Fisico, MODELO:Dell PowerEdge R360, SO:Windows, SO_VERSION:WS2022"
CL-PVE-COP-SW-09,CL-PVE-COP-SW-09,10.150.5.245,"CL-PVE-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-48"
CL-PCA-COP-CIT-08,CL-PCA-COP-CIT-08,10.160.14.17,"CL-PCA-COP, CITOFONIA",
PE-OPANG-TI.ACC-02,PE-OPANG-TI.ACC-02,10.231.8.201,"FLUJOS, PE-OPANG",
CL-PCA-COP-CAM-140,CL-PCA-COP-CAM-140,10.150.14.221,CL-PCA-COP,nivel:critico
CL-POE-COP-SW-16,CL-POE-COP-SW-16,10.152.18.252,"CL-POE-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3850-24XS-S"
CL-PTO-COP-SW-05,CL-PTO-COP-SW-05,10.150.11.30,"CL-PTO-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PTO-COP-SW-04,CL-PTO-COP-SW-04,10.160.10.2,"CL-PTO-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
PE-OPATO-TI-ACC 07,PE-OPATO-TI-ACC 07,10.234.8.207,"FLUJOS, PE-OPATO",
CL-PLS-COP-CAM-194,CL-PLS-COP-CAM-194,10.150.135.39,CL-PLS-COP,
CL-PLS-COP-CAM-138,CL-PLS-COP-CAM-138,10.150.30.106,CL-PLS-COP,
mplrgcpramksp04,CL-PNO-COP-SMARTPPT-04,10.199.45.28,"servers, Windows Server, ServerCOP, Servidores-COP","AREA:COP, BD:SQLE2019, HW:Fisico, MODELO:Dell PowerEdge R360, SO:Windows, SO_VERSION:WS2022"
CL-PTR-PK-SW-22,CL-PTR-PK-SW-22,10.124.2.26,"CL-PTR-PK, switch","marca:aruba, modelo:2530-24G-PoE+, red:parking"
CL-COP-COP-FW-HUB-NAC-01,CL-COP-COP-FW-HUB-NAC-01,10.199.47.253,CL-COP-COP,marca:fortigate
CL-PLD-TI-ACC-10,CL-PLD-TI-ACC-10,10.22.2.30,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-10,location:ASCENSORES P2 - NORTE LADO TLR"
CL-PLD-TI-ACC-11,CL-PLD-TI-ACC-11,10.22.2.25,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-11,location:ASCENSORES P3 - CENTRO LADO PH"
CL-PLD-TI-ACC-12,CL-PLD-TI-ACC-12,10.22.2.26,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-12,location:ASCENSORES P3 - CENTRO LADO TLR"
CL-PLD-TI-ACC-13,CL-PLD-TI-ACC-13,10.22.2.23,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-13,location:ASCENSORES P3 - NORTE LADO PH"
CL-PTO-COP-SW-03,CL-PTO-COP-SW-03,10.150.51.254,"CL-PTO-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PTO-PK-SW-03,CL-PTO-PK-SW-03,10.204.17.21,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
PE-OPANG-TI-ACC 03,PE-OPANG-TI-ACC 03,10.231.8.202,"FLUJOS, PE-OPANG",
PE-OPATO-TI-ACC 08,PE-OPATO-TI-ACC 08,10.234.8.208,"FLUJOS, PE-OPATO",
CL-PTR-COP-SW-03,CL-PTR-COP-SW-03,10.150.116.252,"CL-PTR-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560G-24TS"
CL-PTR-COP-SW-02,CL-PTR-COP-SW-02,10.150.116.253,"CL-PTR-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PTO-COP-SW-01,CL-PTO-COP-SW-01,10.150.10.2,"CL-PTO-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560G-24TS"
CL-CM-TI-AP-15,CL-CM-TI-AP-15,10.1.4.3,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
mplrgazflurcp01,RG-AZ-COP-FLUJOS-RECOLECTOR,10.92.14.7,"servers, AZURE, Windows Server","SO:Windows, SO_VERSION:WS2022, BD:NA, HW:Virtual, MODELO:NA, AREA:COP"
CL-PLD-TI-ACC-14,CL-PLD-TI-ACC-14,10.22.2.24,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-14,location:ASCENSORES P3 - NORTE LADO TLR"
CL-PLD-TI-ACC-15,CL-PLD-TI-ACC-15,10.22.2.19,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-15,location:ASCENSORES P4 - CENTRO LADO PH"
CL-PTO-TI-ACC-01,CL-PTO-TI-ACC-01,10.5.2.30,"CL-PTO-TI, FLUJOS",
CL-PVE-PK-SW-17,CL-PVE-PK-SW-17,10.121.225.19,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
CL-CM-TI-AP-16,CL-CM-TI-AP-16,10.1.4.14,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PTO-COP-SW-02,CL-PTO-COP-SW-02,10.160.10.34,"CL-PTO-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560G-24TS"
CL-PTO-PK-SW-04,CL-PTO-PK-SW-04,10.204.17.5,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PTR-COP-SW-04,CL-PTR-COP-SW-04,10.150.116.251,"CL-PTR-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560G-24TS"
CL-PTR-COP-CAM-12,CL-PTR-COP-CAM-12,10.150.20.206,CL-PTR-COP,
CL-PTO-COP-CIT-6,CL-PTO-COP-CIT-6,10.160.10.15,"CL-PTO-COP, CITOFONIA",
CL-PTO-COP-CIT-4,CL-PTO-COP-CIT-4,10.160.10.13,"CL-PTO-COP, CITOFONIA",
CL-PTO-COP-CIT-1,CL-PTO-COP-CIT-1,10.160.10.10,"CL-PTO-COP, CITOFONIA",
PE-OPANG-TI-ACC 04,PE-OPANG-TI-ACC 04,10.231.8.203,"FLUJOS, PE-OPANG",
PE-OPATO-TI-ACC 09,PE-OPATO-TI-ACC 09,10.234.8.209,"FLUJOS, PE-OPATO",
CL-PTO-COP-CIT-2,CL-PTO-COP-CIT-2,10.160.10.11,"CL-PTO-COP, CITOFONIA",
CL-PTR-COP-CAM-35,CL-PTR-COP-CAM-35,10.150.20.54,CL-PTR-COP,
CL-CM-TI-P2-AP-04,CL-CM-TI-P2-AP-04,10.1.5.14,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
CL-PVE-PK-SW-18,CL-PVE-PK-SW-18,10.121.225.20,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:2930F-48G-740W-PoE+-4SFP+"
mplcltestappd01,CL-AZ-TI-TEST-INFRA,10.230.0.68,"Linux servers, servers, AZURE","AREA:Infraestructura y redes, BD:NA, HW:Virtual, MODELO:NA, SO:Linux, SO_VERSION:LSU20.04"
CL-PLD-TI-ACC-16,CL-PLD-TI-ACC-16,10.22.2.20,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-16,location:ASCENSORES P4 - CENTRO LADO TLR"
CL-PLD-TI-ACC-17,CL-PLD-TI-ACC-17,10.22.2.17,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-17,location:ASCENSORES P4 - NORTE LADO PH"
